epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,274.771,1.73759,2.26644,1.19326,0.75084,0.89888,0.90137,0.37597,1.95254,2.31087,1.4083,0.000140445,0.000140445,0.000140445
187,276.228,1.75677,2.26789,1.19624,0.80475,0.83419,0.89696,0.38101,1.93476,2.27792,1.40235,0.000132193,0.000132193,0.000132193
188,277.671,1.76128,2.26101,1.20253,0.79362,0.84264,0.89351,0.38535,1.95363,2.28899,1.40768,0.000123941,0.000123941,0.000123941
189,279.127,1.7342,2.26661,1.17952,0.77061,0.85862,0.88644,0.38728,1.96817,2.31962,1.41327,0.00011569,0.00011569,0.00011569
190,280.566,1.71507,2.25851,1.21693,0.79438,0.8391,0.88394,0.38528,1.94889,2.28886,1.40837,0.000107438,0.000107438,0.000107438
191,282.893,1.75285,2.24474,1.26852,0.79931,0.83998,0.87815,0.38318,1.95216,2.2739,1.41157,9.91865e-05,9.91865e-05,9.91865e-05
192,284.253,1.72846,2.1946,1.23845,0.77591,0.85167,0.87059,0.38237,1.99131,2.32299,1.4274,9.09349e-05,9.09349e-05,9.09349e-05
193,285.609,1.72841,2.19159,1.25623,0.78503,0.86613,0.86182,0.38068,1.99486,2.3255,1.43117,8.26832e-05,8.26832e-05,8.26832e-05
194,286.962,1.7165,2.17039,1.2407,0.78438,0.86467,0.87057,0.38079,1.97186,2.29482,1.4225,7.44316e-05,7.44316e-05,7.44316e-05
195,288.324,1.69972,2.16365,1.23726,0.78587,0.85418,0.86767,0.38071,1.96882,2.29129,1.42146,6.61799e-05,6.61799e-05,6.61799e-05
196,289.687,1.69287,2.14678,1.23693,0.79756,0.82913,0.87054,0.37507,1.97826,2.31044,1.42477,5.79283e-05,5.79283e-05,5.79283e-05
197,291.045,1.69549,2.1459,1.23943,0.79625,0.83112,0.87239,0.38084,1.9658,2.31032,1.41568,4.96766e-05,4.96766e-05,4.96766e-05
198,292.402,1.70728,2.16388,1.23286,0.79082,0.82877,0.86575,0.37494,1.96318,2.31255,1.4137,4.1425e-05,4.1425e-05,4.1425e-05
199,293.773,1.71264,2.1704,1.23234,0.7882,0.82757,0.86692,0.378,1.97332,2.32715,1.41938,3.31733e-05,3.31733e-05,3.31733e-05
200,295.134,1.70385,2.17431,1.23713,0.79668,0.83683,0.87057,0.37762,1.97007,2.3176,1.41818,2.49217e-05,2.49217e-05,2.49217e-05
